backend_mode,context,job_id,n_circuits,sampler_call_index,shots,submitted_at_epoch
dry_run_aer,readout_calibration,local-69807549-3d1c-4fdb-8810-d1bfc5bc44a1,2,0,8192,1777399418.674617
dry_run_aer,amplification_scan,local-e9320678-fe0d-439c-a9de-f4371218f958,1,0,4096,1777399419.0626514
dry_run_aer,amplification_scan,local-c2e186d1-cec7-4b4e-aebb-cb3ccd5c5d9b,1,1,4096,1777399419.772957
dry_run_aer,amplification_scan,local-4f1f3a9a-faad-464d-bb1b-29aae4b07096,1,2,4096,1777399420.456935
dry_run_aer,amplification_scan,local-ecd3df2f-d81e-4fed-83b2-af1f3549dd1e,1,3,4096,1777399421.204466
dry_run_aer,amplification_scan,local-719103a0-31b1-4c3e-859e-2119da0ff4ef,1,4,4096,1777399422.2078435
dry_run_aer,amplification_scan,local-438cbe61-c84d-43e9-ada1-59e9654d3c6f,1,5,4096,1777399423.015528
dry_run_aer,amplification_scan,local-f8115b07-0121-4faf-9723-0e242c62a5c0,1,6,4096,1777399423.6140182
dry_run_aer,amplification_scan,local-b6f6494a-b482-4c4a-878d-866a2a44f570,1,7,4096,1777399424.096651
dry_run_aer,amplification_scan,local-ec7c2d74-6636-44c8-894b-427316564cc3,1,8,4096,1777399424.5535686
dry_run_aer,amplification_scan,local-1e77174e-29f5-4174-80da-c18028676049,1,9,4096,1777399424.813986
dry_run_aer,amplification_scan,local-521243a1-54be-4f37-bc02-05763042432a,1,10,4096,1777399425.075877
dry_run_aer,amplification_scan,local-efcfd72a-884e-4f87-b4bd-19b120add2aa,1,11,4096,1777399425.4904425
dry_run_aer,amplification_scan,local-2fae8812-8410-4d1a-9825-d0b40eedec94,1,12,4096,1777399426.4093213
dry_run_aer,amplification_scan,local-e3620eac-3e8c-479d-8d80-ce572d357b3a,1,13,4096,1777399427.3306603
dry_run_aer,amplification_scan,local-edc9d0ba-cb57-448c-868b-019fd9387ec7,1,14,4096,1777399427.9453912
dry_run_aer,amplification_scan,local-ebab412b-8f4d-4bf1-a04d-160edec83d1a,1,15,4096,1777399428.1985595
dry_run_aer,amplification_scan,local-50849826-cb1c-4a95-aa89-a6959393f43f,1,16,4096,1777399428.7239413
dry_run_aer,amplification_scan,local-1fc509f8-0b28-429f-a9c2-98ebf29749eb,1,17,4096,1777399429.3487406
dry_run_aer,amplification_scan,local-978ba182-13c0-442a-9c82-3c6a82b40229,1,18,4096,1777399429.7310624
dry_run_aer,amplification_scan,local-d14936ed-0a31-42c0-8f30-0eb3ce80f7a2,1,19,4096,1777399430.1389425
dry_run_aer,amplification_scan,local-78045faf-5712-4928-8355-d64c1e767820,1,20,4096,1777399430.432014
dry_run_aer,amplification_scan,local-21606312-5ef0-495c-bdf3-d2fdece3b33e,1,21,4096,1777399430.9163187
dry_run_aer,amplification_scan,local-247e0586-d1a4-4278-b42d-2207a9c7e5a9,1,22,4096,1777399431.4265654
dry_run_aer,amplification_scan,local-afb7c5f9-c3cd-471b-9f26-91502875fcb6,1,23,4096,1777399431.5182722
dry_run_aer,amplification_scan,local-63a715f4-a3cb-494c-810c-675ed158b3ea,1,24,4096,1777399431.8576694
dry_run_aer,amplification_scan,local-cf45b917-2da9-4334-8910-ed9b0662a91e,1,25,4096,1777399432.581773
dry_run_aer,amplification_scan,local-c211484c-d63b-4015-823d-880adb00879d,1,26,4096,1777399433.0023344
dry_run_aer,amplification_scan,local-77e7b513-8038-4b99-a5f3-5be1e2ee252c,1,27,4096,1777399433.508174
dry_run_aer,amplification_scan,local-6269d4ce-7143-462f-a717-dd91edbcbf9f,1,28,4096,1777399434.2984278
dry_run_aer,amplification_scan,local-2677261d-6d41-4d55-ab5b-faead134ef93,1,29,4096,1777399434.994412
dry_run_aer,amplification_scan,local-21ebd58f-1ebb-422b-b47b-42aef83360e7,1,30,4096,1777399435.828681
dry_run_aer,amplification_scan,local-3ff5ccd8-4900-4034-9f4a-8959a68170cb,1,31,4096,1777399436.374155
dry_run_aer,amplification_scan,local-c1b17237-e15f-4c51-b379-2464919cc304,1,32,4096,1777399436.6807868
dry_run_aer,amplification_scan,local-b4851abc-759d-4168-926c-5731ad87c4ef,1,33,4096,1777399437.394472
dry_run_aer,amplification_scan,local-e0b6b996-971e-42a6-acb3-1636b47da458,1,34,4096,1777399438.0878446
dry_run_aer,amplification_scan,local-b5b6d572-d16f-4f56-8b86-7183fbd2a083,1,35,4096,1777399438.6620839
dry_run_aer,amplification_scan,local-0dfb3b84-b179-437f-9e0b-12c92f6aa028,1,36,4096,1777399439.645742
