a_true,algorithm,algorithm_key,amplification_factor_max,backend,backend_mode,backend_name,channel,ci_high,ci_low,circuit_prepare_wall_seconds,construct_circuit_cache_hits,construct_circuit_cache_misses,construct_circuit_cache_size,construct_circuit_mode,construct_circuit_wall_seconds,coverage,cva_abs_error,cva_ci_high,cva_ci_low,cva_estimate,cva_relative_error,cva_true,epsilon_target,execution_max_grover_power,extrapolated_replay_ks_json,final_abs_error,final_estimate,final_normalized_abs_error,final_queries,hardware_executor,hardware_mode,instance_name,k_max,n_extrapolated_replay_ks,processed_abs_error,processed_ci_high,processed_ci_low,processed_estimate,processed_relative_error,processed_true_value,repetition,run_kind,runtime_wall_seconds,target_name
0.1328730942948926,CABIQAE,cabiqae,5,ibm_pittsburgh,ibm_runtime_backend,ibm_pittsburgh,ibm_cloud,0.23564238841504007,0.14154090318095533,0.42116440006066114,4,2,2,full,0.42116440006066114,0.0,0.24559122280062806,1.0386433378707838,0.6238712699948589,0.8312573039328213,0.41933659932270284,0.5856660811321932,0.05,3,,0.05571855150310509,0.1885916457979977,0.4193365993227028,2816.0,runtime,hardware,premium_new_usa,2,,0.24559122280062806,1.0386433378707838,0.6238712699948589,0.8312573039328213,0.41933659932270284,0.5856660811321932,0,hardware_replay,0.12039199995342642,cva
0.1328730942948926,BIQAE,biqae,115,ibm_pittsburgh,ibm_runtime_backend,ibm_pittsburgh,ibm_cloud,0.24409955666670877,0.2424587814785933,15.066386800026521,0,4,4,full,15.066386800026521,0.0,0.48663797205453574,1.0759200838795564,1.0686880224939017,1.072304053186729,0.8309137027600794,0.5856660811321932,0.002,3,"[9, 57]",0.1104060747777584,0.243279169072651,0.8309137027600795,17920.0,runtime,hardware,premium_new_usa,57,2,0.48663797205453574,1.0759200838795564,1.0686880224939017,1.072304053186729,0.8309137027600794,0.5856660811321932,0,hardware_replay,0.43253710004501045,cva
0.1328730942948926,CABIQAE,cabiqae,7,ibm_pittsburgh,ibm_runtime_backend,ibm_pittsburgh,ibm_cloud,0.2822285692699845,0.18825509907063323,0.7246078001335263,6,2,2,full,0.7246078001335263,0.0,0.4512117297442997,1.2439817182330122,0.8297739035199735,1.036877810876493,0.7704248961661393,0.5856660811321932,0.05,3,,0.10236873987541625,0.23524183417030886,0.7704248961661392,4864.0,runtime,hardware,premium_new_usa,3,,0.4512117297442997,1.2439817182330122,0.8297739035199735,1.036877810876493,0.7704248961661393,0.5856660811321932,1,hardware_replay,0.14017199981026351,cva
0.1328730942948926,BIQAE,biqae,163,ibm_pittsburgh,ibm_runtime_backend,ibm_pittsburgh,ibm_cloud,0.24605749842932845,0.24489524912580904,22.08990100014489,0,4,4,full,22.08990100014489,0.0,0.4963226134471601,1.0845501235823543,1.0794272655763524,1.0819886945793533,0.8474498172878361,0.5856660811321932,0.002,3,"[12, 81]",0.11260327948267615,0.24547637377756876,0.8474498172878361,24832.0,runtime,hardware,premium_new_usa,81,2,0.4963226134471601,1.0845501235823543,1.0794272655763524,1.0819886945793533,0.8474498172878361,0.5856660811321932,1,hardware_replay,0.5408247999148443,cva
0.1328730942948926,CABIQAE,cabiqae,5,ibm_pittsburgh,ibm_runtime_backend,ibm_pittsburgh,ibm_cloud,0.23215383757406566,0.13508974787422884,0.4535889000399038,4,2,2,full,0.4535889000399038,0.0,0.2236855511594984,1.0232668170581543,0.5954364475252291,0.8093516322916916,0.38193359384425296,0.5856660811321932,0.05,3,,0.05074869842925464,0.18362179272414725,0.38193359384425296,3328.0,runtime,hardware,premium_new_usa,2,,0.2236855511594984,1.0232668170581543,0.5954364475252291,0.8093516322916916,0.38193359384425296,0.5856660811321932,2,hardware_replay,0.11951819993555546,cva
0.1328730942948926,BIQAE,biqae,159,ibm_pittsburgh,ibm_runtime_backend,ibm_pittsburgh,ibm_cloud,0.29220411825269677,0.29094621931007175,21.092167300055735,0,4,4,full,21.092167300055735,0.0,0.6995127382656705,1.287951046341539,1.282406592454189,1.2851788193978637,1.1943883397061208,0.5856660811321932,0.002,3,"[13, 79]",0.15870207448649162,0.29157516878138423,1.1943883397061208,24576.0,runtime,hardware,premium_new_usa,79,2,0.6995127382656705,1.287951046341539,1.282406592454189,1.2851788193978637,1.1943883397061208,0.5856660811321932,2,hardware_replay,0.4918166999705136,cva
0.1328730942948926,CABIQAE,cabiqae,7,ibm_pittsburgh,ibm_runtime_backend,ibm_pittsburgh,ibm_cloud,0.3660868286176806,0.2741138532385468,0.6867887997068465,28,2,2,full,0.6867887997068465,0.0,0.8252434279395271,1.6136046158057384,1.2082144023377026,1.4109095090717203,1.4090681610657556,0.5856660811321932,0.05,3,,0.18722724663322107,0.3201003409281137,1.4090681610657556,25344.0,runtime,hardware,premium_new_usa,3,,0.8252434279395271,1.6136046158057384,1.2082144023377026,1.4109095090717203,1.4090681610657556,0.5856660811321932,3,hardware_replay,0.5445404002675787,cva
0.1328730942948926,BIQAE,biqae,173,ibm_pittsburgh,ibm_runtime_backend,ibm_pittsburgh,ibm_cloud,0.28751911295568544,0.28636546407879704,22.26568089995999,0,4,4,full,22.26568089995999,0.0,0.6790923450848398,1.267300901126326,1.26221595130774,1.264758426217033,1.1595213842195498,0.5856660811321932,0.002,3,"[13, 86]",0.15406919422234863,0.28694228851724124,1.1595213842195498,26368.0,runtime,hardware,premium_new_usa,86,2,0.6790923450848398,1.267300901126326,1.26221595130774,1.264758426217033,1.1595213842195498,0.5856660811321932,3,hardware_replay,0.5266061000293121,cva
0.1328730942948926,CABIQAE,cabiqae,5,ibm_pittsburgh,ibm_runtime_backend,ibm_pittsburgh,ibm_cloud,0.19460313380183458,0.09549150281252627,0.4264686000533402,8,2,2,full,0.4264686000533402,1.0,0.05366045026601085,0.8577542003862643,0.42089886241014385,0.6393265313982041,0.09162294350780222,0.5856660811321932,0.05,3,,0.012174224012287821,0.14504731830718043,0.0916229435078022,5888.0,runtime,hardware,premium_new_usa,2,,0.05366045026601085,0.8577542003862643,0.42089886241014385,0.6393265313982041,0.09162294350780222,0.5856660811321932,4,hardware_replay,0.16752579994499683,cva
0.1328730942948926,BIQAE,biqae,141,ibm_pittsburgh,ibm_runtime_backend,ibm_pittsburgh,ibm_cloud,0.25851965608646804,0.2571597104957535,18.498984599951655,0,4,4,full,18.498984599951655,0.0,0.550816497788791,1.1394797018859208,1.1334854559560477,1.1364825789209843,0.9404958141403171,0.5856660811321932,0.002,3,"[11, 70]",0.12496658899621813,0.25783968329111073,0.9404958141403169,21760.0,runtime,hardware,premium_new_usa,70,2,0.550816497788791,1.1394797018859208,1.1334854559560477,1.1364825789209843,0.9404958141403171,0.5856660811321932,4,hardware_replay,0.44917769997846335,cva
