a_true,abs_error,algorithm,algorithm_key,amplification_factor,backend,backend_mode,backend_name,budget,channel,circuit_prepare_wall_seconds,construct_circuit_cache_hits,construct_circuit_cache_misses,construct_circuit_cache_size,construct_circuit_mode,construct_circuit_wall_seconds,cva_abs_error,cva_estimate,cva_relative_error,cva_true,epsilon_target,estimate,execution_max_grover_power,grover_power,hardware_executor,hardware_mode,instance_name,k_max_budget,normalized_abs_error,normalized_sq_error,processed_abs_error,processed_estimate,processed_relative_error,processed_true_value,query_budget,query_budget_actual,repetition,replay_probability_extrapolated,replay_probability_source,run_kind,runtime_wall_seconds,step_index,target_name,time_to_budget_seconds
0.1328730942948926,0.11721203109259606,CABIQAE,cabiqae,1,ibm_pittsburgh,ibm_runtime_backend,ibm_pittsburgh,128,ibm_cloud,0.42116440006066114,4,2,2,full,0.42116440006066114,0.51663665451482,1.1023027356470132,0.8821351810507321,0.5856660811321932,0.05,0.25008512538748867,3,0,runtime,hardware,premium_new_usa,0,0.882135181050732,0.7781624776474076,0.51663665451482,1.1023027356470132,0.8821351810507321,0.5856660811321932,128.0,128.0,0,,,hardware_replay,0.005472363634246655,0,cva,0.005472363634246655
0.1328730942948926,0.11637196365367555,CABIQAE,cabiqae,1,ibm_pittsburgh,ibm_runtime_backend,ibm_pittsburgh,256,ibm_cloud,0.42116440006066114,4,2,2,full,0.42116440006066114,0.5129338807708186,1.0985999619030118,0.8758128518886209,0.5856660811321932,0.05,0.24924505794856816,3,0,runtime,hardware,premium_new_usa,0,0.875812851888621,0.7670481515332797,0.5129338807708186,1.0985999619030118,0.8758128518886209,0.5856660811321932,256.0,256.0,0,,,hardware_replay,0.01094472726849331,1,cva,0.01094472726849331
0.1328730942948926,0.06805814175065583,CABIQAE,cabiqae,5,ibm_pittsburgh,ibm_runtime_backend,ibm_pittsburgh,896,ibm_cloud,0.42116440006066114,4,2,2,full,0.42116440006066114,0.2999805594937366,0.8856466406259298,0.5122040854983826,0.5856660811321932,0.05,0.20093123604554844,3,2,runtime,hardware,premium_new_usa,2,0.5122040854983826,0.26235302520123444,0.2999805594937366,0.8856466406259298,0.5122040854983826,0.5856660811321932,896.0,896.0,0,,,hardware_replay,0.038306545439726586,2,cva,0.038306545439726586
0.1328730942948926,0.05223690230089781,CABIQAE,cabiqae,5,ibm_pittsburgh,ibm_runtime_backend,ibm_pittsburgh,1536,ibm_cloud,0.42116440006066114,4,2,2,full,0.42116440006066114,0.23024512241097117,0.8159112035431644,0.393133783615858,0.5856660811321932,0.05,0.18510999659579042,3,2,runtime,hardware,premium_new_usa,2,0.393133783615858,0.15455417182012024,0.23024512241097117,0.8159112035431644,0.393133783615858,0.5856660811321932,1536.0,1536.0,0,,,hardware_replay,0.06566836361095986,3,cva,0.06566836361095986
0.1328730942948926,0.05299786211769339,CABIQAE,cabiqae,5,ibm_pittsburgh,ibm_runtime_backend,ibm_pittsburgh,2176,ibm_cloud,0.42116440006066114,4,2,2,full,0.42116440006066114,0.23359921268911765,0.8192652938213109,0.3988607505449696,0.5856660811321932,0.05,0.185870956412586,3,2,runtime,hardware,premium_new_usa,2,0.39886075054496967,0.15908989832529652,0.23359921268911765,0.8192652938213109,0.3988607505449696,0.5856660811321932,2176.0,2176.0,0,,,hardware_replay,0.09303018178219315,4,cva,0.09303018178219315
0.1328730942948926,0.05571855150310509,CABIQAE,cabiqae,5,ibm_pittsburgh,ibm_runtime_backend,ibm_pittsburgh,2816,ibm_cloud,0.42116440006066114,4,2,2,full,0.42116440006066114,0.24559122280062806,0.8312573039328213,0.41933659932270284,0.5856660811321932,0.05,0.1885916457979977,3,2,runtime,hardware,premium_new_usa,2,0.4193365993227028,0.17584318353152897,0.24559122280062806,0.8312573039328213,0.41933659932270284,0.5856660811321932,2816.0,2816.0,0,,,hardware_replay,0.12039199995342642,5,cva,0.12039199995342642
0.1328730942948926,0.09585113016865651,BIQAE,biqae,1,ibm_pittsburgh,ibm_runtime_backend,ibm_pittsburgh,128,ibm_cloud,15.066386800026521,0,4,4,full,15.066386800026521,0.4224839955437585,1.0081500766759517,0.7213735081379893,0.5856660811321932,0.002,0.22872422446354912,3,0,runtime,hardware,premium_new_usa,0,0.7213735081379892,0.5203797382433095,0.4224839955437585,1.0081500766759517,0.7213735081379893,0.5856660811321932,128.0,128.0,0,False,measured,hardware_replay,0.0030895507146072175,0,cva,0.0030895507146072175
0.1328730942948926,0.13511029040770425,BIQAE,biqae,5,ibm_pittsburgh,ibm_runtime_backend,ibm_pittsburgh,768,ibm_cloud,15.066386800026521,0,4,4,full,15.066386800026521,0.5955269930577232,1.1811930741899164,1.0168370889884337,0.5856660811321932,0.002,0.26798338470259686,3,2,runtime,hardware,premium_new_usa,2,1.0168370889884337,1.0339576655424718,0.5955269930577232,1.1811930741899164,1.0168370889884337,0.5856660811321932,768.0,768.0,0,False,measured,hardware_replay,0.018537304287643306,1,cva,0.018537304287643306
0.1328730942948926,0.10641481000975309,BIQAE,biqae,19,ibm_pittsburgh,ibm_runtime_backend,ibm_pittsburgh,3200,ibm_cloud,15.066386800026521,0,4,4,full,15.066386800026521,0.4690456339830613,1.0547117151152545,0.8008755314569618,0.5856660811321932,0.002,0.2392879043046457,3,9,runtime,hardware,premium_new_usa,9,0.8008755314569616,0.6414016168864706,0.4690456339830613,1.0547117151152545,0.8008755314569618,0.5856660811321932,3200.0,3200.0,0,True,extrapolated,hardware_replay,0.07723876786518044,2,cva,0.07723876786518044
0.1328730942948926,0.1104060747777584,BIQAE,biqae,115,ibm_pittsburgh,ibm_runtime_backend,ibm_pittsburgh,17920,ibm_cloud,15.066386800026521,0,4,4,full,15.066386800026521,0.48663797205453574,1.072304053186729,0.8309137027600794,0.5856660811321932,0.002,0.243279169072651,3,57,runtime,hardware,premium_new_usa,57,0.8309137027600795,0.6904175814344657,0.48663797205453574,1.072304053186729,0.8309137027600794,0.5856660811321932,17920.0,17920.0,0,True,extrapolated,hardware_replay,0.43253710004501045,3,cva,0.43253710004501045
